"ZIP
code [1]",Size of adjusted gross income,,,,,
10533,"$25,000 under $50,000",,,,,
10533,"$50,000 under $75,000",,,,,
10533,"$75,000 under $100,000",,,,,
10533,"$100,000 under $200,000",,,,,
10533,"$200,000 or more",,,,,
,,,,,,
10535,,,,,,
10535,"$1 under $25,000",,,,,
10535,"$25,000 under $50,000",,,,,
10535,"$50,000 under $75,000",,,,,
10535,"$75,000 under $100,000",,,,,
10535,"$100,000 under $200,000",,,,,
10535,"$200,000 or more",,,,,
,,,,,,
10536,,,,,,
10536,"$1 under $25,000",,,,,
10536,"$25,000 under $50,000",,,,,
10536,"$50,000 under $75,000",,,,,
10536,"$75,000 under $100,000",,,,,
10536,"$100,000 under $200,000",,,,,
10536,"$200,000 or more",,,,,
,,,,,,
10537,,,,,,
10537,"$1 under $25,000",,,,,
10537,"$25,000 under $50,000",,,,,
10537,"$50,000 under $75,000",,,,,
10537,"$75,000 under $100,000",,,,,
10537,"$100,000 under $200,000",,,,,
10537,"$200,000 or more",,,,,
,,,,,,
10538,,,,,,
10538,"$1 under $25,000",,,,,
10538,"$25,000 under $50,000",,,,,
10538,"$50,000 under $75,000",,,,,
10538,"$75,000 under $100,000",,,,,
10538,"$100,000 under $200,000",,,,,
10538,"$200,000 or more",,,,,
,,,,,,
10541,,,,,,
10541,"$1 under $25,000",,,,,
10541,"$25,000 under $50,000",,,,,
10541,"$50,000 under $75,000",,,,,
10541,"$75,000 under $100,000",,,,,
10541,"$100,000 under $200,000",,,,,
10541,"$200,000 or more",,,,,
,,,,,,
10543,,,,,,
10543,"$1 under $25,000",,,,,
10543,"$25,000 under $50,000",,,,,
10543,"$50,000 under $75,000",,,,,
10543,"$75,000 under $100,000",,,,,
10543,"$100,000 under $200,000",,,,,
10543,"$200,000 or more",,,,,
,,,,,,
10546,,,,,,
10546,"$1 under $25,000",,,,,
10546,"$25,000 under $50,000",,,,,
10546,"$50,000 under $75,000",,,,,
10546,"$75,000 under $100,000",,,,,
10546,"$100,000 under $200,000",,,,,
10546,"$200,000 or more",,,,,
,,,,,,
10547,,,,,,
10547,"$1 under $25,000",,,,,
10547,"$25,000 under $50,000",,,,,
10547,"$50,000 under $75,000",,,,,
10547,"$75,000 under $100,000",,,,,
10547,"$100,000 under $200,000",,,,,
10547,"$200,000 or more",,,,,
,,,,,,
10548,,,,,,
10548,"$1 under $25,000",,,,,
10548,"$25,000 under $50,000",,,,,
10548,"$50,000 under $75,000",,,,,
10548,"$75,000 under $100,000",,,,,
10548,"$100,000 under $200,000",,,,,
10548,"$200,000 or more",,,,,
,,,,,,
10549,,,,,,
10549,"$1 under $25,000",,,,,
10549,"$25,000 under $50,000",,,,,
10549,"$50,000 under $75,000",,,,,
10549,"$75,000 under $100,000",,,,,
10549,"$100,000 under $200,000",,,,,
10549,"$200,000 or more",,,,,
,,,,,,
10550,,,,,,
10550,"$1 under $25,000",,,,,
10550,"$25,000 under $50,000",,,,,
10550,"$50,000 under $75,000",,,,,
10550,"$75,000 under $100,000",,,,,
10550,"$100,000 under $200,000",,,,,
10550,"$200,000 or more",,,,,
,,,,,,
10552,,,,,,
10552,"$1 under $25,000",,,,,
10552,"$25,000 under $50,000",,,,,
10552,"$50,000 under $75,000",,,,,
10552,"$75,000 under $100,000",,,,,
10552,"$100,000 under $200,000",,,,,
10552,"$200,000 or more",,,,,
,,,,,,
10553,,,,,,
10553,"$1 under $25,000",,,,,
10553,"$25,000 under $50,000",,,,,
10553,"$50,000 under $75,000",,,,,
10553,"$75,000 under $100,000",,,,,
10553,"$100,000 under $200,000",,,,,
10553,"$200,000 or more",,,,,
,,,,,,
10560,,,,,,
10560,"$1 under $25,000",,,,,
10560,"$25,000 under $50,000",,,,,
10560,"$50,000 under $75,000",,,,,
10560,"$75,000 under $100,000",,,,,
10560,"$100,000 under $200,000",,,,,
10560,"$200,000 or more",,,,,
,,,,,,
10562,,,,,,
10562,"$1 under $25,000",,,,,
10562,"$25,000 under $50,000",,,,,
10562,"$50,000 under $75,000",,,,,
10562,"$75,000 under $100,000",,,,,
10562,"$100,000 under $200,000",,,,,
10562,"$200,000 or more",,,,,
,,,,,,
10566,,,,,,
10566,"$1 under $25,000",,,,,
10566,"$25,000 under $50,000",,,,,
10566,"$50,000 under $75,000",,,,,
10566,"$75,000 under $100,000",,,,,
10566,"$100,000 under $200,000",,,,,
10566,"$200,000 or more",,,,,
,,,,,,
10567,,,,,,
10567,"$1 under $25,000",,,,,
10567,"$25,000 under $50,000",,,,,
10567,"$50,000 under $75,000",,,,,
10567,"$75,000 under $100,000",,,,,
10567,"$100,000 under $200,000",,,,,
10567,"$200,000 or more",,,,,
,,,,,,
10570,,,,,,
10570,"$1 under $25,000",,,,,
10570,"$25,000 under $50,000",,,,,
10570,"$50,000 under $75,000",,,,,
10570,"$75,000 under $100,000",,,,,
10570,"$100,000 under $200,000",,,,,
10570,"$200,000 or more",,,,,
,,,,,,
10573,,,,,,
10573,"$1 under $25,000",,,,,
10573,"$25,000 under $50,000",,,,,
10573,"$50,000 under $75,000",,,,,
10573,"$75,000 under $100,000",,,,,
10573,"$100,000 under $200,000",,,,,
10573,"$200,000 or more",,,,,
,,,,,,
10576,,,,,,
10576,"$1 under $25,000",,,,,
10576,"$25,000 under $50,000",,,,,
10576,"$50,000 under $75,000",,,,,
10576,"$75,000 under $100,000",,,,,
10576,"$100,000 under $200,000",,,,,
10576,"$200,000 or more",,,,,
,,,,,,
10577,,,,,,
10577,"$1 under $25,000",,,,,
10577,"$25,000 under $50,000",,,,,
10577,"$50,000 under $75,000",,,,,
10577,"$75,000 under $100,000",,,,,
10577,"$100,000 under $200,000",,,,,
10577,"$200,000 or more",,,,,
,,,,,,
10578,,,,,,
10578,"$1 under $25,000",,,,,
10578,"$25,000 under $50,000",,,,,
10578,"$50,000 under $75,000",,,,,
10578,"$75,000 under $100,000",,,,,
10578,"$100,000 under $200,000",,,,,
10578,"$200,000 or more",,,,,
,,,,,,
10579,,,,,,
10579,"$1 under $25,000",,,,,
10579,"$25,000 under $50,000",,,,,
10579,"$50,000 under $75,000",,,,,
10579,"$75,000 under $100,000",,,,,
10579,"$100,000 under $200,000",,,,,
10579,"$200,000 or more",,,,,
,,,,,,
10580,,,,,,
10580,"$1 under $25,000",,,,,
10580,"$25,000 under $50,000",,,,,
10580,"$50,000 under $75,000",,,,,
10580,"$75,000 under $100,000",,,,,
10580,"$100,000 under $200,000",,,,,
10580,"$200,000 or more",,,,,
,,,,,,
10583,,,,,,
10583,"$1 under $25,000",,,,,
10583,"$25,000 under $50,000",,,,,
10583,"$50,000 under $75,000",,,,,
10583,"$75,000 under $100,000",,,,,
10583,"$100,000 under $200,000",,,,,
10583,"$200,000 or more",,,,,
,,,,,,
10588,,,,,,
10588,"$1 under $25,000",,,,,
10588,"$25,000 under $50,000",,,,,
10588,"$50,000 under $75,000",,,,,
10588,"$75,000 under $100,000",,,,,
10588,"$100,000 under $200,000",,,,,
10588,"$200,000 or more",,,,,
,,,,,,
10589,,,,,,
10589,"$1 under $25,000",,,,,
10589,"$25,000 under $50,000",,,,,
10589,"$50,000 under $75,000",,,,,
10589,"$75,000 under $100,000",,,,,
10589,"$100,000 under $200,000",,,,,
10589,"$200,000 or more",,,,,
,,,,,,
10590,,,,,,
10590,"$1 under $25,000",,,,,
10590,"$25,000 under $50,000",,,,,
10590,"$50,000 under $75,000",,,,,
10590,"$75,000 under $100,000",,,,,
10590,"$100,000 under $200,000",,,,,
10590,"$200,000 or more",,,,,
,,,,,,
10591,,,,,,
10591,"$1 under $25,000",,,,,
10591,"$25,000 under $50,000",,,,,
10591,"$50,000 under $75,000",,,,,
10591,"$75,000 under $100,000",,,,,
10591,"$100,000 under $200,000",,,,,
10591,"$200,000 or more",,,,,
,,,,,,
10594,,,,,,
10594,"$1 under $25,000",,,,,
10594,"$25,000 under $50,000",,,,,
10594,"$50,000 under $75,000",,,,,
10594,"$75,000 under $100,000",,,,,
10594,"$100,000 under $200,000",,,,,
10594,"$200,000 or more",,,,,
,,,,,,
10595,,,,,,
10595,"$1 under $25,000",,,,,
10595,"$25,000 under $50,000",,,,,
10595,"$50,000 under $75,000",,,,,
10595,"$75,000 under $100,000",,,,,
10595,"$100,000 under $200,000",,,,,
10595,"$200,000 or more",,,,,
,,,,,,
10597,,,,,,
10597,"$1 under $25,000",,,,,
10597,"$25,000 under $50,000",,,,,
10597,"$50,000 under $75,000",,,,,
10597,"$75,000 under $100,000",,,,,
10597,"$100,000 under $200,000",,,,,
10597,"$200,000 or more",,,,,
,,,,,,
10598,,,,,,
10598,"$1 under $25,000",,,,,
10598,"$25,000 under $50,000",,,,,
10598,"$50,000 under $75,000",,,,,
10598,"$75,000 under $100,000",,,,,
10598,"$100,000 under $200,000",,,,,
10598,"$200,000 or more",,,,,
,,,,,,
10601,,,,,,
10601,"$1 under $25,000",,,,,
10601,"$25,000 under $50,000",,,,,
10601,"$50,000 under $75,000",,,,,
10601,"$75,000 under $100,000",,,,,
10601,"$100,000 under $200,000",,,,,
10601,"$200,000 or more",,,,,
,,,,,,
10603,,,,,,
10603,"$1 under $25,000",,,,,
10603,"$25,000 under $50,000",,,,,
10603,"$50,000 under $75,000",,,,,
10603,"$75,000 under $100,000",,,,,
10603,"$100,000 under $200,000",,,,,
10603,"$200,000 or more",,,,,
,,,,,,
10604,,,,,,
10604,"$1 under $25,000",,,,,
10604,"$25,000 under $50,000",,,,,
10604,"$50,000 under $75,000",,,,,
10604,"$75,000 under $100,000",,,,,
10604,"$100,000 under $200,000",,,,,
10604,"$200,000 or more",,,,,
,,,,,,
10605,,,,,,
10605,"$1 under $25,000",,,,,
10605,"$25,000 under $50,000",,,,,
10605,"$50,000 under $75,000",,,,,
10605,"$75,000 under $100,000",,,,,
10605,"$100,000 under $200,000",,,,,
10605,"$200,000 or more",,,,,
,,,,,,
10606,,,,,,
10606,"$1 under $25,000",,,,,
10606,"$25,000 under $50,000",,,,,
10606,"$50,000 under $75,000",,,,,
10606,"$75,000 under $100,000",,,,,
10606,"$100,000 under $200,000",,,,,
10606,"$200,000 or more",,,,,
,,,,,,
10607,,,,,,
10607,"$1 under $25,000",,,,,
10607,"$25,000 under $50,000",,,,,
10607,"$50,000 under $75,000",,,,,
10607,"$75,000 under $100,000",,,,,
10607,"$100,000 under $200,000",,,,,
10607,"$200,000 or more",,,,,
,,,,,,
10701,,,,,,
10701,"$1 under $25,000",,,,,
10701,"$25,000 under $50,000",,,,,
10701,"$50,000 under $75,000",,,,,
10701,"$75,000 under $100,000",,,,,
10701,"$100,000 under $200,000",,,,,
10701,"$200,000 or more",,,,,
,,,,,,
10703,,,,,,
10703,"$1 under $25,000",,,,,
10703,"$25,000 under $50,000",,,,,
10703,"$50,000 under $75,000",,,,,
10703,"$75,000 under $100,000",,,,,
10703,"$100,000 under $200,000",,,,,
10703,"$200,000 or more",,,,,
,,,,,,
10704,,,,,,
10704,"$1 under $25,000",,,,,
10704,"$25,000 under $50,000",,,,,
10704,"$50,000 under $75,000",,,,,
10704,"$75,000 under $100,000",,,,,
10704,"$100,000 under $200,000",,,,,
10704,"$200,000 or more",,,,,
,,,,,,
10705,,,,,,
10705,"$1 under $25,000",,,,,
10705,"$25,000 under $50,000",,,,,
10705,"$50,000 under $75,000",,,,,
10705,"$75,000 under $100,000",,,,,
10705,"$100,000 under $200,000",,,,,
10705,"$200,000 or more",,,,,
,,,,,,
10706,,,,,,
10706,"$1 under $25,000",,,,,
10706,"$25,000 under $50,000",,,,,
10706,"$50,000 under $75,000",,,,,
10706,"$75,000 under $100,000",,,,,
10706,"$100,000 under $200,000",,,,,
10706,"$200,000 or more",,,,,
,,,,,,
10707,,,,,,
10707,"$1 under $25,000",,,,,
10707,"$25,000 under $50,000",,,,,
10707,"$50,000 under $75,000",,,,,
10707,"$75,000 under $100,000",,,,,
10707,"$100,000 under $200,000",,,,,
10707,"$200,000 or more",,,,,
,,,,,,
10708,,,,,,
10708,"$1 under $25,000",,,,,
10708,"$25,000 under $50,000",,,,,
10708,"$50,000 under $75,000",,,,,
10708,"$75,000 under $100,000",,,,,
10708,"$100,000 under $200,000",,,,,
10708,"$200,000 or more",,,,,
,,,,,,
10709,,,,,,
10709,"$1 under $25,000",,,,,
10709,"$25,000 under $50,000",,,,,
10709,"$50,000 under $75,000",,,,,
10709,"$75,000 under $100,000",,,,,
10709,"$100,000 under $200,000",,,,,
10709,"$200,000 or more",,,,,
,,,,,,
10710,,,,,,
10710,"$1 under $25,000",,,,,
10710,"$25,000 under $50,000",,,,,
10710,"$50,000 under $75,000",,,,,
10710,"$75,000 under $100,000",,,,,
10710,"$100,000 under $200,000",,,,,
10710,"$200,000 or more",,,,,
,,,,,,
10801,,,,,,
10801,"$1 under $25,000",,,,,
10801,"$25,000 under $50,000",,,,,
10801,"$50,000 under $75,000",,,,,
10801,"$75,000 under $100,000",,,,,
10801,"$100,000 under $200,000",,,,,
10801,"$200,000 or more",,,,,
,,,,,,
10803,,,,,,
10803,"$1 under $25,000",,,,,
10803,"$25,000 under $50,000",,,,,
10803,"$50,000 under $75,000",,,,,
10803,"$75,000 under $100,000",,,,,
10803,"$100,000 under $200,000",,,,,
10803,"$200,000 or more",,,,,
,,,,,,
10804,,,,,,
10804,"$1 under $25,000",,,,,
10804,"$25,000 under $50,000",,,,,
10804,"$50,000 under $75,000",,,,,
10804,"$75,000 under $100,000",,,,,
10804,"$100,000 under $200,000",,,,,
10804,"$200,000 or more",,,,,
,,,,,,
10805,,,,,,
10805,"$1 under $25,000",,,,,
10805,"$25,000 under $50,000",,,,,
10805,"$50,000 under $75,000",,,,,
10805,"$75,000 under $100,000",,,,,
10805,"$100,000 under $200,000",,,,,
10805,"$200,000 or more",,,,,
,,,,,,
10901,,,,,,
10901,"$1 under $25,000",,,,,
10901,"$25,000 under $50,000",,,,,
10901,"$50,000 under $75,000",,,,,
10901,"$75,000 under $100,000",,,,,
10901,"$100,000 under $200,000",,,,,
10901,"$200,000 or more",,,,,
,,,,,,
10913,,,,,,
10913,"$1 under $25,000",,,,,
10913,"$25,000 under $50,000",,,,,
10913,"$50,000 under $75,000",,,,,
10913,"$75,000 under $100,000",,,,,
10913,"$100,000 under $200,000",,,,,
10913,"$200,000 or more",,,,,
,,,,,,
10916,,,,,,
10916,"$1 under $25,000",,,,,
10916,"$25,000 under $50,000",,,,,
10916,"$50,000 under $75,000",,,,,
10916,"$75,000 under $100,000",,,,,
10916,"$100,000 under $200,000",,,,,
10916,"$200,000 or more",,,,,
,,,,,,
10917,,,,,,
10917,"$1 under $25,000",,,,,
10917,"$25,000 under $50,000",,,,,
10917,"$50,000 under $75,000",,,,,
10917,"$75,000 under $100,000",,,,,
10917,"$100,000 under $200,000",,,,,
10917,"$200,000 or more",,,,,
,,,,,,
10918,,,,,,
10918,"$1 under $25,000",,,,,
10918,"$25,000 under $50,000",,,,,
10918,"$50,000 under $75,000",,,,,
10918,"$75,000 under $100,000",,,,,
10918,"$100,000 under $200,000",,,,,
10918,"$200,000 or more",,,,,
,,,,,,
10919,,,,,,
10919,"$1 under $25,000",,,,,
10919,"$25,000 under $50,000",,,,,
10919,"$50,000 under $75,000",,,,,
10919,"$75,000 under $100,000",,,,,
10919,"$100,000 under $200,000",,,,,
10919,"$200,000 or more",,,,,
,,,,,,
10920,,,,,,
10920,"$1 under $25,000",,,,,
10920,"$25,000 under $50,000",,,,,
10920,"$50,000 under $75,000",,,,,
10920,"$75,000 under $100,000",,,,,
10920,"$100,000 under $200,000",,,,,
10920,"$200,000 or more",,,,,
,,,,,,
10921,,,,,,
10921,"$1 under $25,000",,,,,
10921,"$25,000 under $50,000",,,,,
10921,"$50,000 under $75,000",,,,,
10921,"$75,000 under $100,000",,,,,
10921,"$100,000 under $200,000",,,,,
10921,"$200,000 or more",,,,,
,,,,,,
10923,,,,,,
10923,"$1 under $25,000",,,,,
10923,"$25,000 under $50,000",,,,,
10923,"$50,000 under $75,000",,,,,
10923,"$75,000 under $100,000",,,,,
10923,"$100,000 under $200,000",,,,,
10923,"$200,000 or more",,,,,
,,,,,,
10924,,,,,,
10924,"$1 under $25,000",,,,,
10924,"$25,000 under $50,000",,,,,
10924,"$50,000 under $75,000",,,,,
10924,"$75,000 under $100,000",,,,,
10924,"$100,000 under $200,000",,,,,
10924,"$200,000 or more",,,,,
,,,,,,
10925,,,,,,
10925,"$1 under $25,000",,,,,
10925,"$25,000 under $50,000",,,,,
10925,"$50,000 under $75,000",,,,,
10925,"$75,000 under $100,000",,,,,
10925,"$100,000 under $200,000",,,,,
10925,"$200,000 or more",,,,,
,,,,,,
10926,,,,,,
10926,"$1 under $25,000",,,,,
10926,"$25,000 under $50,000",,,,,
10926,"$50,000 under $75,000",,,,,
10926,"$75,000 under $100,000",,,,,
10926,"$100,000 under $200,000",,,,,
10926,"$200,000 or more",,,,,
,,,,,,
10927,,,,,,
10927,"$1 under $25,000",,,,,
10927,"$25,000 under $50,000",,,,,
10927,"$50,000 under $75,000",,,,,
10927,"$75,000 under $100,000",,,,,
10927,"$100,000 under $200,000",,,,,
10927,"$200,000 or more",,,,,
,,,,,,
10928,,,,,,
10928,"$1 under $25,000",,,,,
10928,"$25,000 under $50,000",,,,,
10928,"$50,000 under $75,000",,,,,
10928,"$75,000 under $100,000",,,,,
10928,"$100,000 under $200,000",,,,,
10928,"$200,000 or more",,,,,
,,,,,,
10930,,,,,,
10930,"$1 under $25,000",,,,,
10930,"$25,000 under $50,000",,,,,
10930,"$50,000 under $75,000",,,,,
10930,"$75,000 under $100,000",,,,,
10930,"$100,000 under $200,000",,,,,
10930,"$200,000 or more",,,,,
,,,,,,
10931,,,,,,
10931,"$1 under $25,000",,,,,
10931,"$25,000 under $50,000",,,,,
10931,"$50,000 under $75,000",,,,,
10931,"$75,000 under $100,000",,,,,
10931,"$100,000 under $200,000",,,,,
10931,"$200,000 or more",,,,,
,,,,,,
10940,,,,,,
10940,"$1 under $25,000",,,,,
10940,"$25,000 under $50,000",,,,,
10940,"$50,000 under $75,000",,,,,
10940,"$75,000 under $100,000",,,,,
10940,"$100,000 under $200,000",,,,,
10940,"$200,000 or more",,,,,
,,,,,,
10941,,,,,,
10941,"$1 under $25,000",,,,,
10941,"$25,000 under $50,000",,,,,
10941,"$50,000 under $75,000",,,,,
10941,"$75,000 under $100,000",,,,,
10941,"$100,000 under $200,000",,,,,
10941,"$200,000 or more",,,,,
,,,,,,
10950,,,,,,
10950,"$1 under $25,000",,,,,
10950,"$25,000 under $50,000",,,,,
10950,"$50,000 under $75,000",,,,,
10950,"$75,000 under $100,000",,,,,
10950,"$100,000 under $200,000",,,,,
10950,"$200,000 or more",,,,,
,,,,,,
10952,,,,,,
10952,"$1 under $25,000",,,,,
10952,"$25,000 under $50,000",,,,,
10952,"$50,000 under $75,000",,,,,
10952,"$75,000 under $100,000",,,,,
10952,"$100,000 under $200,000",,,,,
10952,"$200,000 or more",,,,,
,,,,,,
10954,,,,,,
10954,"$1 under $25,000",,,,,
10954,"$25,000 under $50,000",,,,,
10954,"$50,000 under $75,000",,,,,
10954,"$75,000 under $100,000",,,,,
10954,"$100,000 under $200,000",,,,,
10954,"$200,000 or more",,,,,
,,,,,,
10956,,,,,,
10956,"$1 under $25,000",,,,,
10956,"$25,000 under $50,000",,,,,
10956,"$50,000 under $75,000",,,,,
10956,"$75,000 under $100,000",,,,,
10956,"$100,000 under $200,000",,,,,
10956,"$200,000 or more",,,,,
,,,,,,
10958,,,,,,
10958,"$1 under $25,000",,,,,
10958,"$25,000 under $50,000",,,,,
10958,"$50,000 under $75,000",,,,,
10958,"$75,000 under $100,000",,,,,
10958,"$100,000 under $200,000",,,,,
10958,"$200,000 or more",,,,,
,,,,,,
10960,,,,,,
10960,"$1 under $25,000",,,,,
10960,"$25,000 under $50,000",,,,,
10960,"$50,000 under $75,000",,,,,
10960,"$75,000 under $100,000",,,,,
10960,"$100,000 under $200,000",,,,,
10960,"$200,000 or more",,,,,
,,,,,,
10962,,,,,,
10962,"$1 under $25,000",,,,,
10962,"$25,000 under $50,000",,,,,
10962,"$50,000 under $75,000",,,,,
10962,"$75,000 under $100,000",,,,,
10962,"$100,000 under $200,000",,,,,
10962,"$200,000 or more",,,,,
,,,,,,
10963,,,,,,
10963,"$1 under $25,000",,,,,
10963,"$25,000 under $50,000",,,,,
10963,"$50,000 under $75,000",,,,,
10963,"$75,000 under $100,000",,,,,
10963,"$100,000 under $200,000",,,,,
10963,"$200,000 or more",,,,,
,,,,,,
10964,,,,,,
10964,"$1 under $25,000",,,,,
10964,"$25,000 under $50,000",,,,,
10964,"$50,000 under $75,000",,,,,
10964,"$75,000 under $100,000",,,,,
10964,"$100,000 under $200,000",,,,,
10964,"$200,000 or more",,,,,
,,,,,,
10965,,,,,,
10965,"$1 under $25,000",,,,,
10965,"$25,000 under $50,000",,,,,
10965,"$50,000 under $75,000",,,,,
10965,"$75,000 under $100,000",,,,,
10965,"$100,000 under $200,000",,,,,
10965,"$200,000 or more",,,,,
,,,,,,
10968,,,,,,
10968,"$1 under $25,000",,,,,
10968,"$25,000 under $50,000",,,,,
10968,"$50,000 under $75,000",,,,,
10968,"$75,000 under $100,000",,,,,
10968,"$100,000 under $200,000",,,,,
10968,"$200,000 or more",,,,,
,,,,,,
10969,,,,,,
10969,"$1 under $25,000",,,,,
10969,"$25,000 under $50,000",,,,,
10969,"$50,000 under $75,000",,,,,
10969,"$75,000 under $100,000",,,,,
10969,"$100,000 under $200,000",,,,,
10969,"$200,000 or more",,,,,
,,,,,,
10970,,,,,,
10970,"$1 under $25,000",,,,,
10970,"$25,000 under $50,000",,,,,
10970,"$50,000 under $75,000",,,,,
10970,"$75,000 under $100,000",,,,,
10970,"$100,000 under $200,000",,,,,
10970,"$200,000 or more",,,,,
,,,,,,
10973,,,,,,
10973,"$1 under $25,000",,,,,
10973,"$25,000 under $50,000",,,,,
10973,"$50,000 under $75,000",,,,,
10973,"$75,000 under $100,000",,,,,
10973,"$100,000 under $200,000",,,,,
10973,"$200,000 or more",,,,,
,,,,,,
10974,,,,,,
10974,"$1 under $25,000",,,,,
10974,"$25,000 under $50,000",,,,,
10974,"$50,000 under $75,000",,,,,
10974,"$75,000 under $100,000",,,,,
10974,"$100,000 under $200,000",,,,,
10974,"$200,000 or more",,,,,
,,,,,,
10975,,,,,,
10975,"$1 under $25,000",,,,,
10975,"$25,000 under $50,000",,,,,
10975,"$50,000 under $75,000",,,,,
10975,"$75,000 under $100,000",,,,,
10975,"$100,000 under $200,000",,,,,
10975,"$200,000 or more",,,,,
,,,,,,
10976,,,,,,
10976,"$1 under $25,000",,,,,
10976,"$25,000 under $50,000",,,,,
10976,"$50,000 under $75,000",,,,,
10976,"$75,000 under $100,000",,,,,
10976,"$100,000 under $200,000",,,,,
10976,"$200,000 or more",,,,,
,,,,,,
10977,,,,,,
10977,"$1 under $25,000",,,,,
10977,"$25,000 under $50,000",,,,,
10977,"$50,000 under $75,000",,,,,
10977,"$75,000 under $100,000",,,,,
10977,"$100,000 under $200,000",,,,,
10977,"$200,000 or more",,,,,
,,,,,,
10980,,,,,,
10980,"$1 under $25,000",,,,,
10980,"$25,000 under $50,000",,,,,
10980,"$50,000 under $75,000",,,,,
10980,"$75,000 under $100,000",,,,,
10980,"$100,000 under $200,000",,,,,
10980,"$200,000 or more",,,,,
,,,,,,
10983,,,,,,
10983,"$1 under $25,000",,,,,
10983,"$25,000 under $50,000",,,,,
10983,"$50,000 under $75,000",,,,,
10983,"$75,000 under $100,000",,,,,
10983,"$100,000 under $200,000",,,,,
10983,"$200,000 or more",,,,,
,,,,,,
10984,,,,,,
10984,"$1 under $25,000",,,,,
10984,"$25,000 under $50,000",,,,,
10984,"$50,000 under $75,000",,,,,
