Address,Price,City,State,Lat,Long,Google Address,Google Street Number,Google Route,Google Neighorhood,Google Political,Google Adminstrative Level 2,Google Adminstrative Level 1,Country,Postal Code,,
1020 Grand Concourse #14RR,"$149,000 ",Bronx,NY,40.830339,-73.920204,"1020 Grand Concourse, Bronx, NY 10451, USA",1020,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10451,,
1020 Grand Concourse #16W,"$170,000 ",Bronx,NY,40.830339,-73.920204,"1020 Grand Concourse, Bronx, NY 10451, USA",1020,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10451,,
1020 Grand Concourse #17X,"$239,000 ",Bronx,NY,40.830339,-73.920204,"1020 Grand Concourse, Bronx, NY 10451, USA",1020,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10451,,
1020 Grand Concourse #18X,"$200,000 ",Bronx,NY,40.830339,-73.920204,"1020 Grand Concourse, Bronx, NY 10451, USA",1020,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10451,,
1020 Grand Concourse #20L,"$219,000 ",Bronx,NY,40.830339,-73.920204,"1020 Grand Concourse, Bronx, NY 10451, USA",1020,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10451,,
1020 Grand Concourse #23S,"$389,000 ",Bronx,NY,40.830339,-73.920204,"1020 Grand Concourse, Bronx, NY 10451, USA",1020,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10451,,
1022 E 228th St,"$385,000 ",Bronx,NY,40.88662,-73.849779,"1022 E 228th St, Bronx, NY 10466, USA",1022,East 228th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4820,
1022 Woodycrest Ave,"$500,000 ",Bronx,NY,40.833121,-73.927328,"1022 Woodycrest Ave, Bronx, NY 10452, USA",1022,Woodycrest Avenue,Highbridge,Bronx,Bronx County,New York,United States,10452,5204,
1023CS E 228th St,"$379,999 ",Bronx,NY,40.889008,-73.856412,"4048 Barnes Ave, Bronx, NY 10466, USA",4048,Barnes Avenue,East Bronx,Bronx,Bronx County,New York,United States,10466,4310,
1023K E 228th St,"$399,999 ",Bronx,NY,40.887024,-73.849466,"1023 E 228th St, Bronx, NY 10466, USA",1023,East 228th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4819,
1024 E 230th St #1,"$410,000 ",Bronx,NY,40.888034,-73.848958,"1024 E 230th St, Bronx, NY 10466, USA",1024,East 230th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4810,
1024 Wheeler Ave,"$300,000 ",Bronx,NY,40.824338,-73.878835,"1024 Wheeler Ave, Bronx, NY 10472, USA",1024,Wheeler Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,5510,
1025 E 226th St,"$620,000 ",Bronx,NY,40.88569,-73.850467,"1025 E 226th St, Bronx, NY 10466, USA",1025,East 226th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4826,
1026 E 212th St #2FAMILY,"$679,000 ",Bronx,NY,40.875622,-73.856179,"1026 E 212th St, Bronx, NY 10469, USA",1026,East 212th Street,East Bronx,Bronx,Bronx County,New York,United States,10469,1315,
1026 Hoe Ave,"$450,000 ",Bronx,NY,40.823982,-73.890172,"1026 Hoe Ave, Bronx, NY 10459, USA",1026,Hoe Avenue,West Bronx,Bronx,Bronx County,New York,United States,10459,3604,
1027 Leggett Ave #2D,"$79,000 ",Bronx,NY,40.813928,-73.899248,"1027 Leggett Ave, Bronx, NY 10455, USA",1027,Leggett Avenue,West Bronx,Bronx,Bronx County,New York,United States,10455,,
1027A E 229th St,"$179,000 ",Bronx,NY,40.887663,-73.848977,"1027A E 229th St, Bronx, NY 10466, USA",1027A,East 229th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,,
1028 E 213th St,"$629,000 ",Bronx,NY,40.87645,-73.855943,"1028 E 213th St, Bronx, NY 10469, USA",1028,East 213th Street,East Bronx,Bronx,Bronx County,New York,United States,10469,1303,
1030 E 222nd St,"$478,995 ",Bronx,NY,40.882423,-73.852267,"1030 E 222nd St, Bronx, NY 10469, USA",1030,East 222nd Street,East Bronx,Bronx,Bronx County,New York,United States,10469,1215,
1030 E 225th St,"$650,000 ",Bronx,NY,40.884491,-73.850888,"1030 E 225th St, Bronx, NY 10466, USA",1030,East 225th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4804,
1030 Prospect Ave,"$699,000 ",Bronx,NY,40.824398,-73.899319,"1030 Prospect Ave, Bronx, NY 10459, USA",1030,Prospect Avenue,West Bronx,Bronx,Bronx County,New York,United States,10459,2714,
1033 E 217th St #1,"$455,000 ",Bronx,NY,40.879323,-73.853969,"1033 E 217th St, Bronx, NY 10469, USA",1033,East 217th Street,East Bronx,Bronx,Bronx County,New York,United States,10469,1232,
1035 Rev. James Polite Ave,"$310,000 ",Bronx,NY,40.824399,-73.899043,"1033A Rev James A Polite Ave, Bronx, NY 10459, USA",1033A,Rev James A Polite Avenue,West Bronx,Bronx,Bronx County,New York,United States,10459,,
1036 E 212th St,"$685,000 ",Bronx,NY,40.875537,-73.855917,"1036 E 212th St, Bronx, NY 10469, USA",1036,East 212th Street,East Bronx,Bronx,Bronx County,New York,United States,10469,1315,
1036 E 233rd St,"$579,000 ",Bronx,NY,40.889936,-73.847342,"1034 E 233rd St, Bronx, NY 10466, USA",1034,East 233rd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,3317,
1036 E 233rd St #2,"$579,000 ",Bronx,NY,40.889936,-73.847342,"1034 E 233rd St, Bronx, NY 10466, USA",1034,East 233rd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,3317,
1036 E 233rd St #2A,"$579,000 ",Bronx,NY,40.889936,-73.847342,"1034 E 233rd St, Bronx, NY 10466, USA",1034,East 233rd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,3317,
1036 E 233rd St #2FAM,"$579,000 ",Bronx,NY,40.889936,-73.847342,"1034 E 233rd St, Bronx, NY 10466, USA",1034,East 233rd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,3317,
1036 E 233rd St #2FAMILIES,"$579,000 ",Bronx,NY,40.889936,-73.847342,"1034 E 233rd St, Bronx, NY 10466, USA",1034,East 233rd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,3317,
1036 Swinton Ave,"$525,000 ",Bronx,NY,40.830431,-73.830263,"1036 Swinton Ave, Bronx, NY 10465, USA",1036,Swinton Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,1921,
1038 E 222nd St,"$420,000 ",Bronx,NY,40.882328,-73.851969,"1038 E 222nd St, Bronx, NY 10469, USA",1038,East 222nd Street,East Bronx,Bronx,Bronx County,New York,United States,10469,1215,
1038 Metcalf Ave,"$599,000 ",Bronx,NY,40.825867,-73.871534,"1038 Metcalf Ave, Bronx, NY 10472, USA",1038,Metcalf Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,6002,
1040 E 222nd St,"$410,000 ",Bronx,NY,40.882303,-73.851895,"1040 E 222nd St, Bronx, NY 10469, USA",1040,East 222nd Street,East Bronx,Bronx,Bronx County,New York,United States,10469,1215,
1040 Swinton Ave,"$559,000 ",Bronx,NY,40.830491,-73.83038,"1040 Swinton Ave, Bronx, NY 10465, USA",1040,Swinton Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,1921,
1041 Longfellow Ave,"$600,000 ",Bronx,NY,40.824459,-73.887969,"1041 Longfellow Ave, Bronx, NY 10459, USA",1041,Longfellow Avenue,West Bronx,Bronx,Bronx County,New York,United States,10459,5301,
1041 Ogden Ave,"$775,000 ",Bronx,NY,40.83416,-73.928979,"1041 Ogden Ave, Bronx, NY 10452, USA",1041,Ogden Avenue,West Bronx,Bronx,Bronx County,New York,United States,10452,5104,
1042 Colgate Ave,"$419,900 ",Bronx,NY,40.824286,-73.88074,"1042 Colgate Ave, Bronx, NY 10472, USA",1042,Colgate Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,5506,
1042 E 232nd St,"$639,000 ",Bronx,NY,40.88923,-73.847494,"1042 E 232nd St, Bronx, NY 10466, USA",1042,East 232nd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4812,
1044 E 233rd St,"$525,000 ",Bronx,NY,40.8898,-73.846919,"1044 E 233rd St, Bronx, NY 10466, USA",1044,East 233rd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,3342,
1044 Hoe Ave,"$399,000 ",Bronx,NY,40.824427,-73.890228,"1044 Hoe Ave, Bronx, NY 10459, USA",1044,Hoe Avenue,West Bronx,Bronx,Bronx County,New York,United States,10459,3681,
1045 Anderson Ave #6G,"$55,000 ",Bronx,NY,40.833376,-73.926632,"1045 Anderson Ave, Bronx, NY 10452, USA",1045,Anderson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10452,,
1045 Anderson Ave #6H,"$55,000 ",Bronx,NY,40.833376,-73.926632,"1045 Anderson Ave, Bronx, NY 10452, USA",1045,Anderson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10452,,
1045 College Ave,"$625,000 ",Bronx,NY,40.829826,-73.915372,"280 E 166th St, Bronx, NY 10456, USA",280,East 166th Street,West Bronx,Bronx,Bronx County,New York,United States,10456,5500,
1045 Morris Ave,"$799,000 ",Bronx,NY,40.82974,-73.916466,"1045 Morris Ave, Bronx, NY 10456, USA",1045,Morris Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,5847,
1046 E 232nd St,"$279,000 ",Bronx,NY,40.889182,-73.847348,"1046 E 232nd St, Bronx, NY 10466, USA",1046,East 232nd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4812,
1047 E 224th St,"$405,000 ",Bronx,NY,40.884007,-73.850412,"1047 E 224th St, Bronx, NY 10466, USA",1047,East 224th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4801,
1048 Morris Ave,"$570,000 ",Bronx,NY,40.829646,-73.915838,"1048 Morris Ave, Bronx, NY 10456, USA",1048,Morris Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,5876,
1052 Quincy Ave,"$579,000 ",Bronx,NY,40.831132,-73.829768,"1052 Quincy Ave, Bronx, NY 10465, USA",1052,Quincy Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,1915,
1053 E 211th St,"$355,000 ",Bronx,NY,40.875235,-73.856021,"1053 E 211th St, Bronx, NY 10469, USA",1053,East 211th Street,East Bronx,Bronx,Bronx County,New York,United States,10469,1312,
1054 Colgate Ave,"$415,000 ",Bronx,NY,40.824647,-73.880827,"1054 Colgate Ave, Bronx, NY 10472, USA",1054,Colgate Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,5506,
1054 E 227th St,"$299,000 ",Bronx,NY,40.885733,-73.849313,"1054 E 227th St, Bronx, NY 10466, USA",1054,East 227th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4818,
1055 Stratford Ave,"$495,000 ",Bronx,NY,40.825829,-73.874979,"1055 Stratford Ave, Bronx, NY 10472, USA",1055,Stratford Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,5903,
1056 Neill Ave,"$578,000 ",Bronx,NY,40.852644,-73.85727,"1056 Neill Ave, Bronx, NY 10461, USA",1056,Neill Avenue,East Bronx,Bronx,Bronx County,New York,United States,10461,1332,
1057 Ward Ave,"$550,000 ",Bronx,NY,40.825686,-73.87683,"1057 Ward Ave, Bronx, NY 10472, USA",1057,Ward Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,5905,
1058 E 219th St,"$380,000 ",Bronx,NY,40.880135,-73.852605,"1058 E 219th St, Bronx, NY 10469, USA",1058,East 219th Street,East Bronx,Bronx,Bronx County,New York,United States,10469,1202,
106 Mermaid Ln #302,"$449,000 ",Bronx,NY,40.808068,-73.854086,"100-138 Mermaid Ln, Bronx, NY 10473, USA",100-138,Mermaid Lane,East Bronx,Bronx,Bronx County,New York,United States,10473,2467,
1061 Grant Ave,"$599,000 ",Bronx,NY,40.830303,-73.917188,"1061 Grant Ave, Bronx, NY 10456, USA",1061,Grant Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,5840,
1062 Clay Ave,"$120,000 ",Bronx,NY,40.828992,-73.912207,"1062 Clay Ave, Bronx, NY 10456, USA",1062,Clay Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,5952,
1062 Neill Ave,"$589,000 ",Bronx,NY,40.852738,-73.85705,"1062 Neill Ave, Bronx, NY 10461, USA",1062,Neill Avenue,East Bronx,Bronx,Bronx County,New York,United States,10461,1332,
1064 Morris Ave,"$649,000 ",Bronx,NY,40.830051,-73.915607,"1064 Morris Ave, Bronx, NY 10456, USA",1064,Morris Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,5871,
1065 E 231st St #2FAMILY,"$599,000 ",Bronx,NY,40.888765,-73.847064,"1065 E 231st St, Bronx, NY 10466, USA",1065,East 231st Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4805,
1071 Hall Pl,"$399,000 ",Bronx,NY,40.825452,-73.89786,"1071 Hall Pl, Bronx, NY 10459, USA",1071,Hall Place,West Bronx,Bronx,Bronx County,New York,United States,10459,2703,
1072 Intervale Ave,"$559,900 ",Bronx,NY,40.825351,-73.896477,"1072 Intervale Ave, Bronx, NY 10459, USA",1072,Intervale Avenue,West Bronx,Bronx,Bronx County,New York,United States,10459,2894,
1072 Simpson St,"$379,000 ",Bronx,NY,40.825192,-73.892623,"1072 Simpson St, Bronx, NY 10459, USA",1072,Simpson Street,West Bronx,Bronx,Bronx County,New York,United States,10459,2459,
1075 Grand Concourse #1G,"$185,000 ",Bronx,NY,40.83195,-73.920667,"1075 Grand Concourse, Bronx, NY 10452, USA",1075,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10452,,
1075 Grand Concourse #2D,"$175,000 ",Bronx,NY,40.83195,-73.920667,"1075 Grand Concourse, Bronx, NY 10452, USA",1075,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10452,,
1075 Grand Concourse #3F,"$195,000 ",Bronx,NY,40.83195,-73.920667,"1075 Grand Concourse, Bronx, NY 10452, USA",1075,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10452,,
1075 Grand Concourse #3R,"$489,000 ",Bronx,NY,40.83195,-73.920667,"1075 Grand Concourse, Bronx, NY 10452, USA",1075,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10452,,
1075 Grand Concourse #4E,"$195,000 ",Bronx,NY,40.83195,-73.920667,"1075 Grand Concourse, Bronx, NY 10452, USA",1075,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10452,,
1075 Grand Concourse #5C,"$149,900 ",Bronx,NY,40.83195,-73.920667,"1075 Grand Concourse, Bronx, NY 10452, USA",1075,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10452,,
1075 Grand Concourse #AG,"$149,000 ",Bronx,NY,40.83705,-73.865429,"1475 Thieriot Ave, Bronx, NY 10460, USA",1475,Thieriot Avenue,East Bronx,Bronx,Bronx County,New York,United States,10460,,
1082 Pierce Ave,"$550,000 ",Bronx,NY,40.846,-73.850819,"1082 Pierce Ave, Bronx, NY 10461, USA",1082,Pierce Avenue,East Bronx,Bronx,Bronx County,New York,United States,10461,1540,
1092 E 231st St,"$599,000 ",Bronx,NY,40.888359,-73.847382,"1094 E 231st St, Bronx, NY 10466, USA",1094,East 231st Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4806,
1097 Forest Ave,"$725,000 ",Bronx,NY,40.826778,-73.90289,"1097 Forest Ave, Bronx, NY 10456, USA",1097,Forest Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,5401,
1098 Washington Ave,"$319,000 ",Bronx,NY,40.828487,-73.908157,"1098 Washington Ave, Bronx, NY 10456, USA",1098,Washington Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,5309,
11 Fern Pl,"$495,000 ",Bronx,NY,40.926366,-73.794546,"9 Fern St, New Rochelle, NY 10801, USA",9,Fern Street,New Rochelle,Westchester County,New York,United States,10801,1606,,
11 Metropolitan Oval #1F,"$159,000 ",Bronx,NY,40.8397,-73.859905,"11 Metropolitan Oval, Bronx, NY 10462, USA",11,Metropolitan Oval,East Bronx,Bronx,Bronx County,New York,United States,10462,,
11 Metropolitan Oval #1F UNIT 1F,"$159,000 ",Bronx,NY,40.839742,-73.859896,"11 Metropolitan Oval, Bronx, NY 10462, USA",11,Metropolitan Oval,East Bronx,Bronx,Bronx County,New York,United States,10462,,
11 W 184th St,"$369,000 ",Bronx,NY,40.86095,-73.902951,"11 W 184th St, Bronx, NY 10468, USA",11,West 184th Street,West Bronx,Bronx,Bronx County,New York,United States,10468,6452,
1100 Elder Ave #4J,"$62,291 ",Bronx,NY,40.826345,-73.878516,"1531 Watson Ave, Bronx, NY 10472, USA",1531,Watson Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,,
1100 Elder Ave #5B,"$67,716 ",Bronx,NY,40.826345,-73.878516,"1531 Watson Ave, Bronx, NY 10472, USA",1531,Watson Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,,
1100 Elder Ave #5L,"$61,195 ",Bronx,NY,40.826345,-73.878516,"1531 Watson Ave, Bronx, NY 10472, USA",1531,Watson Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,,
1100 Grand Concourse,"$325,000 ",Bronx,NY,40.831991,-73.919124,"1100 Grand Concourse, Bronx, NY 10456, USA",1100,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10456,,
1100 Grand Concourse #3F,"$388,000 ",Bronx,NY,40.831991,-73.919124,"1100 Grand Concourse, Bronx, NY 10456, USA",1100,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10456,,
1100 Grand Concourse #6J,"$140,000 ",Bronx,NY,40.831991,-73.919124,"1100 Grand Concourse, Bronx, NY 10456, USA",1100,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10456,,
1106 E 213th St,"$399,000 ",Bronx,NY,40.87591,-73.854177,"1106 E 213th St, Bronx, NY 10469, USA",1106,East 213th Street,East Bronx,Bronx,Bronx County,New York,United States,10469,2410,
1107 Adee Ave,"$729,000 ",Bronx,NY,40.869733,-73.855187,"1107 Adee Ave, Bronx, NY 10469, USA",1107,Adee Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,5117,
1108 Taylor Ave,"$559,000 ",Bronx,NY,40.828312,-73.864312,"1108 Taylor Ave, Bronx, NY 10472, USA",1108,Taylor Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,4707,
1109 Hoe Ave,"$499,000 ",Bronx,NY,40.826026,-73.891188,"1109 Hoe Ave, Bronx, NY 10459, USA",1109,Hoe Avenue,West Bronx,Bronx,Bronx County,New York,United States,10459,2401,
111 E 235th St,"$429,000 ",Bronx,NY,40.89726,-73.872128,"111 E 235th St, Bronx, NY 10470, USA",111,East 235th Street,East Bronx,Bronx,Bronx County,New York,United States,10470,2107,
111 Rockwood St,"$699,000 ",Bronx,NY,40.842049,-73.913489,"105-117 Rockwood St, Bronx, NY 10452, USA",105-117,Rockwood Street,West Bronx,Bronx,Bronx County,New York,United States,10452,6304,
1111 Adee Ave,"$735,000 ",Bronx,NY,40.869508,-73.855007,"1113 Adee Ave, Bronx, NY 10469, USA",1113,Adee Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,5117,
1115 Boynton Ave,"$485,000 ",Bronx,NY,40.826869,-73.878094,"1115 Boynton Ave, Bronx, NY 10472, USA",1115,Boynton Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,3631,
1117 E 222nd St,"$419,900 ",Bronx,NY,40.882129,-73.849693,"1117 E 222nd St, Bronx, NY 10469, USA",1117,East 222nd Street,East Bronx,Bronx,Bronx County,New York,United States,10469,2615,
1118 Tinton Ave,"$550,000 ",Bronx,NY,40.826596,-73.901178,"1118 Tinton Ave, Bronx, NY 10456, USA",1118,Tinton Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,5449,
112 Van Cortlandt Ave W,"$488,000 ",Bronx,NY,40.884127,-73.89385,"112 Van Cortlandt Ave W, Bronx, NY 10463, USA",112,Van Cortlandt Avenue West,Jerome Park,Bronx,Bronx County,New York,United States,10463,2744,
1120 Sherman Ave,"$575,000 ",Bronx,NY,40.831594,-73.916821,"1120 Sherman Ave, Bronx, NY 10456, USA",1120,Sherman Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,,
1124 Elder Ave,"$675,000 ",Bronx,NY,40.826712,-73.878421,"1124 Elder Ave, Bronx, NY 10472, USA",1124,Elder Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,3529,
1125 E Tremont Ave,"$1,200,000 ",Bronx,NY,40.840193,-73.876124,"1125 E Tremont Ave, Bronx, NY 10460, USA",1125,East Tremont Avenue,East Bronx,Bronx,Bronx County,New York,United States,10460,2310,
1125 Southern Blvd,"$240,000 ",Bronx,NY,40.827025,-73.892211,"1125 Southern Blvd, Bronx, NY 10459, USA",1125,Southern Boulevard,West Bronx,Bronx,Bronx County,New York,United States,10459,1901,
1126 Elder Ave,"$675,000 ",Bronx,NY,40.826781,-73.878437,"1126 Elder Ave, Bronx, NY 10472, USA",1126,Elder Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,3503,
1127 E 215th St,"$405,000 ",Bronx,NY,40.877254,-73.852608,"1127 E 215th St, Bronx, NY 10469, USA",1127,East 215th Street,East Bronx,Bronx,Bronx County,New York,United States,10469,2401,
1128 Wheeler Ave,"$509,000 ",Bronx,NY,40.826724,-73.879369,"1128 Wheeler Ave, Bronx, NY 10472, USA",1128,Wheeler Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,3328,
1130 Stadium Ave,"$199,000 ",Bronx,NY,40.836396,-73.817203,"1130 Stadium Ave, Bronx, NY 10465, USA",1130,Stadium Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,,
1134 Beach Ave,"$649,000 ",Bronx,NY,40.828883,-73.86537,"1134 Beach Ave, Bronx, NY 10472, USA",1134,Beach Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,4703,
1134 Underhill Ave,"$450,000 ",Bronx,NY,40.829587,-73.861844,"1134 Underhill Ave, Bronx, NY 10472, USA",1134,Underhill Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,4804,
1134 White Plains Rd,"$819,000 ",Bronx,NY,40.82972,-73.860854,"1134 White Plains Rd, Bronx, NY 10472, USA",1134,White Plains Road,East Bronx,Bronx,Bronx County,New York,United States,10472,5173,
1135 E 219th St,"$649,000 ",Bronx,NY,40.879913,-73.851339,"1135 E 219th St, Bronx, NY 10469, USA",1135,East 219th Street,East Bronx,Bronx,Bronx County,New York,United States,10469,1503,
1135 E 219th St #2,"$649,000 ",Bronx,NY,40.879913,-73.851339,"1135 E 219th St, Bronx, NY 10469, USA",1135,East 219th Street,East Bronx,Bronx,Bronx County,New York,United States,10469,1503,
114 E 198th St,"$699,999 ",Bronx,NY,40.870239,-73.891601,"114 E 198th St, Bronx, NY 10468, USA",114,East 198th Street,Jerome Park,Bronx,Bronx County,New York,United States,10468,1805,
114 Ecs 198 St,"$699,999 ",Bronx,NY,40.83705,-73.865429,"1475 Thieriot Ave, Bronx, NY 10460, USA",1475,Thieriot Avenue,East Bronx,Bronx,Bronx County,New York,United States,10460,,
1141 Washington Ave,"$1,025,000 ",Bronx,NY,40.829486,-73.908091,"1141 Washington Ave, Bronx, NY 10456, USA",1141,Washington Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,5308,
1143 Grenada Pl,"$369,000 ",Bronx,NY,40.888268,-73.844575,"1143 Grenada Pl, Bronx, NY 10466, USA",1143,Grenada Place,East Bronx,Bronx,Bronx County,New York,United States,10466,5018,
1145 Mace Ave,"$675,000 ",Bronx,NY,40.862982,-73.854081,"1143 Mace Ave, Bronx, NY 10469, USA",1143,Mace Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,5348,
1148 1140 Olmstead Ave,"$899,000 ",Bronx,NY,40.830594,-73.853578,"1140 Olmstead Ave, Bronx, NY 10472, USA",1140,Olmstead Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,,
1148 Olmstead Ave #4,"$575,000 ",Bronx,NY,40.830698,-73.853601,"1148 Olmstead Ave, Bronx, NY 10472, USA",1148,Olmstead Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,5232,
114D E 198th St,"$749,999 ",Bronx,NY,40.870239,-73.891601,"114 E 198th St, Bronx, NY 10468, USA",114,East 198th Street,Jerome Park,Bronx,Bronx County,New York,United States,10468,1805,
114DN E 198th St,"$749,999 ",Bronx,NY,40.86907,-73.889117,"247 E 198th St, Bronx, NY 10458, USA",247,East 198th Street,Jerome Park,Bronx,Bronx County,New York,United States,10458,3147,
115 Sunset Blvd #1,"$305,000 ",Bronx,NY,40.807098,-73.853876,"115 Sunset Blvd, Bronx, NY 10473, USA",115,Sunset Boulevard,East Bronx,Bronx,Bronx County,New York,United States,10473,2480,
1153 Burke Ave,"$549,000 ",Bronx,NY,40.871432,-73.85343,"1153 Burke Ave, Bronx, NY 10469, USA",1153,Burke Avenue,East Bronx,Bronx,Bronx County,New York,United States,10469,5005,
1156 Elder Ave,"$599,000 ",Bronx,NY,40.827824,-73.878712,"1156 Elder Ave, Bronx, NY 10472, USA",1156,Elder Avenue,East Bronx,Bronx,Bronx County,New York,United States,10472,3501,
1157 E 224th St,"$420,000 ",Bronx,NY,40.882742,-73.847522,"1157 E 224th St, Bronx, NY 10466, USA",1157,East 224th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,5834,
