"","CD","CT2010","CB2010","SchoolDist","ZipCode","Address","BldgClass","UnitsRes","YearBuilt","NumFloors"
"23718",308,221,2001,17,11238,"655 FRANKLIN AVENUE","R1",8,0,5
"23793",308,315,3001,17,11216,"1062 BERGEN STREET","R2",16,1900,4
"23808",308,315,2001,17,11216,"715 ST MARKS AVENUE","D7",83,1939,6
"23822",308,315,2001,17,11216,"751 ST MARKS AVENUE","D1",124,1937,6
"23826",308,313,3002,17,11213,"769 ST MARKS AVENUE","D1",180,1924,6
"23827",308,313,3002,17,11213,"777 ST MARKS AVENUE","D1",68,1944,6
"23828",308,313,3002,17,11213,"789 ST MARKS AVENUE","D1",133,1905,6
"23838",308,313,3002,17,11213,"805 ST MARKS AVENUE","D1",200,1925,6
"23895",308,313,2002,17,11213,"875 ST MARKS AVENUE","R1",7,1899,3
"23941",308,311,2002,17,11213,"959 ST MARKS AVENUE","D1",52,1973,6
"23954",308,311,2002,17,11213,"943 ST MARKS AVENUE","R2",19,2009,5
"23996",308,221,2002,17,11216,"691 PROSPECT PLACE","D3",48,2005,6
"24018",308,221,2002,17,11216,"568 ST MARKS AVENUE","R1",6,2006,3
"24019",308,221,2002,17,11216,"657 PROSPECT PLACE","R6",3,1905,4
"24057",308,317.01,1001,17,11216,"654 ST MARKS AVENUE","D1",42,1900,6
"24106",308,317.01,1001,17,11216,"715 PROSPECT PLACE","R2",16,2006,4
"24107",308,317.01,1001,17,11216,"727 PROSPECT PLACE","R1",8,2006,5
"24115",308,317.01,1000,17,11216,"720 ST MARKS AVENUE","D1",60,1900,6
"24117",308,317.01,1000,17,11216,"738 ST MARKS AVENUE","D1",24,1900,4
"24118",308,317.01,1000,17,11216,"748 ST MARKS AVENUE","D1",36,1900,6
"24121",308,317.01,1000,17,11216,"762 ST MARKS AVENUE","D1",35,1900,6
"24122",308,317.01,1000,17,11216,"770 ST MARKS AVENUE","D1",52,1929,6
"24148",308,341,1001,17,11216,"780 ST MARKS AVENUE","D1",65,1922,6
"24155",308,341,1001,17,11213,"840 ST MARKS AVENUE","D4",54,1926,6
"24165",308,341,1001,17,11213,"925 PROSPECT PLACE","D1",82,1900,6
"24231",308,343,3000,17,11213,"177 KINGSTON AVENUE","R1",8,1910,4
"24292",308,221,3002,17,11216,"1448 BEDFORD AVENUE","RM",9,1900,4
"24313",308,221,3001,17,11216,"1443 BEDFORD AVENUE","R2",14,1910,4
"24314",308,221,3001,17,11216,"1431 BEDFORD AVENUE","R1",10,1992,4
"24362",308,317.01,2001,17,11216,"765 PARK PLACE","R1",9,2007,5
"24363",308,317.01,2000,17,11216,"685 NOSTRAND AVENUE","D4",24,1905,5
"24419",308,341,2000,17,11216,"913 PARK PLACE","D4",78,1942,6
"24437",308,341,2000,17,11213,"985 PARK PLACE","D1",26,1905,6
"24441",308,341,2000,17,11213,"959 PARK PLACE","D1",41,1929,6
"24597",308,219,1001,17,11216,"658 PARK PLACE","R1",9,1931,4
"24598",308,219,1000,17,11216,"1469 BEDFORD AVENUE","D7",27,1910,5
"24735",308,317.01,3000,17,11216,"910 PARK PLACE","RM",23,1910,6
"24791",308,341,3000,17,11213,"1030 PARK PLACE","D1",58,1910,6
"24993",308,219,2001,17,11216,"1492 BEDFORD AVENUE","R2",24,1910,4
"24994",308,219,2000,17,11216,"1493 BEDFORD AVENUE","D1",31,1915,3
"25007",308,219,2000,17,11216,"130 ROGERS AVENUE","D3",68,2002,6
"25015",308,317.02,3000,17,11216,"796 STERLING PLACE","D1",82,2007,5
"25062",308,317.02,3000,17,11216,"834 STERLING PLACE","R4",54,2012,7
"25135",308,339,4000,17,11216,"960 STERLING PLACE","D4",79,1937,6
"25201",308,339,3000,17,11213,"1093 ST JOHNS PLACE","D7",144,2009,8
"25202",308,339,3000,17,11213,"1045 ST JOHNS PLACE","D1",54,1910,6
"25203",308,339,3000,17,11213,"1025 ST JOHNS PLACE","D1",54,1910,6
"25346",308,219,3000,17,11216,"1520 BEDFORD AVENUE","R2",11,1931,4
"25347",308,219,3000,17,11216,"686 ST JOHNS PLACE","R1",4,0,4
"25381",308,317.02,3001,17,11216,"171 ROGERS AVENUE","D1",12,1910,4
"25382",308,317.02,3001,17,11216,"169 ROGERS AVENUE","D1",12,1910,4
"25421",308,317.02,3001,17,11216,"745 LINCOLN PLACE","D1",49,1910,6
"25431",308,317.02,3001,17,11216,"790 ST JOHNS PLACE","R1",8,2002,4
"25432",308,317.02,3001,17,11216,"794 ST JOHNS PLACE","R2",16,1910,4
"25711",308,219,3003,17,11216,"341 EASTERN PARKWAY","D7",63,2009,8
"25750",308,219,3004,17,11216,"1535 BEDFORD AVENUE","D7",133,0,0
"25751",308,219,3004,17,11216,"1519 BEDFORD AVENUE","D7",133,2015,10
"25824",308,317.02,2001,17,11216,"459 EASTERN PARKWAY","R6",2,1901,2
"25953",308,337,3000,17,11213,"1010 LINCOLN PLACE","D1",130,1925,6
"25979",308,337,3000,17,11213,"711 EASTERN PARKWAY","R1",4,1910,4
"26113",309,337,3002,17,11213,"1339 UNION STREET","R1",8,2002,4
"26114",309,337,3002,17,11213,"636 EASTERN PARKWAY","R4",12,1910,5
"26116",309,337,2002,17,11213,"706 EASTERN PARKWAY","D1",48,1935,6
"26209",309,337,2001,17,11213,"866 EASTERN PARKWAY","RM",23,2002,7
"26253",309,335,3001,17,11213,"1327 PRESIDENT STREET","D1",18,1930,5
"26356",309,335,2000,17,11213,"1475 PRESIDENT STREET","D1",16,1914,4
"26397",309,319,2000,17,11213,"346 NEW YORK AVENUE","R4",22,1920,5
"26500",309,335,3003,17,11213,"1365 CARROLL STREET","R2",16,1930,4
"26571",309,333,3001,17,11213,"363 NEW YORK AVENUE","D1",52,1922,6
"26695",309,333,1001,17,11213,"555 CROWN STREET","R2",16,1922,4
"26735",309,333,2001,17,11213,"504 CROWN STREET","R2",15,1991,4
"26758",309,331,2000,17,11213,"440 ALBANY AVENUE","D1",66,1927,6
"26761",309,331,2000,17,11213,"649 EMPIRE BOULEVARD","D1",52,1925,6
"26780",309,331,2000,17,11213,"466 ALBANY AVENUE","RM",13,2010,8
"27091",308,311,1002,16,11213,"1590 PACIFIC STREET","R6",2,2013,4
"27092",308,309,1002,16,11213,"97 TROY AVENUE","D1",137,1950,5
"27093",308,309,1002,16,11213,"1620 PACIFIC STREET","D1",137,1950,4
"27208",308,307,1003,16,11213,"1880 PACIFIC STREET","D1",1168,1950,6
"27229",308,307,2001,16,11233,"1733 BERGEN STREET","D1",184,1950,25
"27249",308,309,2001,16,11213,"1507 BERGEN STREET","D4",48,2009,4.5
"27314",308,309,2000,16,11213,"1670 DEAN STREET","R1",5,0,5
"27338",308,307,3004,16,11213,"110 ROCHESTER AVENUE","D1",107,2012,6
"27346",308,307,3004,16,11213,"1607 BERGEN STREET","R2",15,2006,3
"27347",308,307,3004,16,11233,"1748 DEAN STREET","R3",24,2007,3
"27348",308,343,1000,16,11213,"1400 BERGEN STREET","D3",400,1950,14
"27349",308,343,1000,17,11213,"193 ALBANY AVENUE","D3",1229,1950,14
"27373",308,309,2002,16,11213,"1552 BERGEN STREET","D6",35,0,0
"27668",308,347,1001,16,11213,"1248 ST MARKS AVENUE","D1",48,1926,4
"27669",308,347,1001,16,11213,"1453 PROSPECT PLACE","D1",48,1925,4
"27670",308,347,1001,16,11213,"1451 PROSPECT PLACE","D5",34,1926,4
"27683",308,347,1000,16,11213,"1270 ST MARKS AVENUE","R3",39,2007,3
"27684",308,347,1002,17,11213,"1477 PROSPECT PLACE","R3",36,2007,3
"27730",308,359,1000,17,11233,"1621 PROSPECT PLACE","D1",26,1912,4
"27731",308,359,1000,17,11233,"1607 PROSPECT PLACE","D1",39,1912,4
"27732",308,359,1000,17,11233,"1593 PROSPECT PLACE","D1",26,1910,4
"28016",308,359,1001,17,11233,"1570 PROSPECT PLACE","R1",7,2005,5
"28205",308,347,3001,17,11213,"1444 PARK PLACE","D1",66,1928,6
"28242",308,347,3000,17,11213,"215 ROCHESTER AVENUE","D1",20,1917,4
"28397",308,339,1000,17,11213,"273 ALBANY AVENUE","R2",13,1906,4
"28454",308,353,1000,17,11213,"1328 STERLING PLACE","R1",6,1907,3
"28521",308,351,1000,17,11213,"1359 ST JOHNS PLACE","R1",4,1931,4
"28562",308,357,1000,17,11213,"1540 STERLING PLACE","D1",34,1923,4
"28574",308,357,1000,17,11213,"1539 ST JOHNS PLACE","D1",63,1928,6
"28580",308,357,1000,17,11213,"1515 ST JOHNS PLACE","D1",20,1914,4
"28602",308,359,2001,17,11233,"546 RALPH AVENUE","D1",16,2007,5
"28617",308,359,2001,17,11233,"1615 ST JOHNS PLACE","D6",40,2002,6
"28624",308,339,1001,17,11213,"283 ALBANY AVENUE","D1",53,1941,6
"28707",308,353,1001,17,11213,"256 SCHENECTADY AVENUE","D7",10,2005,4
"28763",308,351,1001,17,11213,"1373 LINCOLN PLACE","D3",87,2014,12
"28868",308,357,1001,17,11213,"260 BUFFALO AVENUE","D1",20,1922,4
"28963",308,337,1000,17,11213,"935 EASTERN PARKWAY","D1",17,2000,5
"28975",308,337,1000,17,11213,"881 EASTERN PARKWAY","R1",5,1999,6
"28976",308,337,1000,17,11213,"282 TROY AVENUE","RM",4,2007,4
"28999",308,353,2000,17,11213,"961 EASTERN PARKWAY","D1",86,1925,6
"29010",308,351,2000,17,11213,"1312 LINCOLN PLACE","D3",13,0,0
"29088",308,357,1002,17,11213,"1245 EASTERN PARKWAY","D1",84,1924,6
"29140",308,359,3001,17,11233,"1357 EASTERN PARKWAY","D1",16,1913,4
"29203",309,337,1001,17,11213,"1553 UNION STREET","RM",6,1993,4
"29210",309,353,2001,17,11213,"992 EASTERN PARKWAY","D1",16,1917,4
"29211",309,353,2001,17,11213,"1004 EASTERN PARKWAY","D1",16,1913,4
"29267",309,351,2001,17,11213,"1715 UNION STREET","D1",20,1922,4
"29268",309,351,2001,17,11213,"1703 UNION STREET","D1",20,1922,4
"29328",308,359,4000,17,11233,"1360 EASTERN PARKWAY","D1",27,1923,5
"29329",308,359,4000,17,11233,"1370 EASTERN PARKWAY","D1",34,1923,5
"29337",308,359,4000,17,11233,"1933 UNION STREET","D1",83,1930,6
"29340",308,359,4001,17,11233,"1920 UNION STREET","D1",65,1928,6
"29466",309,351,3000,17,11213,"1678 UNION STREET","D1",20,1916,4
"29467",309,351,3000,17,11213,"1690 UNION STREET","D1",31,1921,4
"29468",309,351,3000,17,11213,"1692 UNION STREET","D1",61,1920,4
"29469",309,351,3000,17,11213,"1706 UNION STREET","D1",16,1924,4
"29502",309,349,3000,17,11213,"1752 UNION STREET","D1",60,1930,6
"29508",309,349,3000,17,11213,"1776 UNION STREET","D1",66,1931,6
"29510",309,349,3000,17,11213,"1745 PRESIDENT STREET","D1",54,1930,6
"29527",309,349,3000,17,11213,"1738 UNION STREET","R2",26,1921,4
"29560",309,335,1001,17,11213,"1497 CARROLL STREET","D1",53,1925,6
"29616",309,353,3001,17,11213,"1577 CARROLL STREET","D1",38,1923,4
"29647",309,351,3001,17,11213,"1650 PRESIDENT STREET","D1",60,1923,4
"29737",309,333,1000,17,11213,"1496 CARROLL STREET","D1",35,1935,6
"29885",309,349,4001,17,11213,"1702 CARROLL STREET","D4",125,1926,6
"29892",309,349,4000,17,11213,"1730 CARROLL STREET","D1",84,1928,6
"29893",309,349,4000,17,11213,"1740 CARROLL STREET","D1",30,1935,6
"29897",309,349,4001,17,11213,"825 CROWN STREET","D1",55,1928,6
"29944",309,333,2000,17,11213,"580 CROWN STREET","RM",95,2007,7
"29975",309,355,3000,17,11213,"899 MONTGOMERY STREET","D1",107,1928,6
"29991",309,355,1002,17,11213,"921 MONTGOMERY STREET","D1",94,1927,6
"29992",309,355,1002,17,11213,"712 CROWN STREET","D1",124,1926,6
"30025",309,355,1002,17,11213,"947 MONTGOMERY STREET","D1",94,1928,6
"30040",309,355,1001,17,11213,"826 CROWN STREET","D1",47,1930,6
"30041",309,355,1001,17,11213,"836 CROWN STREET","D1",58,1929,6
"30050",309,355,1001,17,11213,"1049 MONTGOMERY STREET","D1",53,1931,6
"30062",309,331,1000,17,11213,"675 EMPIRE BOULEVARD","D7",74,1928,6
"30063",309,331,1000,17,11213,"760 MONTGOMERY STREET","D7",46,1929,6
"30100",309,331,1000,17,11213,"701 EMPIRE BOULEVARD","D1",65,1930,6
"30102",309,355,3001,17,11213,"757 EMPIRE BOULEVARD","D1",43,1931,6
"30106",309,355,3001,17,11213,"874 MONTGOMERY STREET","D3",97,1937,6
"30119",309,355,2001,17,11213,"401 SCHENECTADY AVENUE","D7",59,1928,6
"30139",309,355,2001,17,11213,"988 MONTGOMERY STREET","D1",53,1927,6
"30145",309,355,2001,17,11213,"897 EMPIRE BOULEVARD","D4",59,1931,6
"30147",309,355,2001,17,11213,"889 EMPIRE BOULEVARD","D1",59,1934,6
"30148",309,355,2001,17,11213,"853 EMPIRE BOULEVARD","D1",101,1931,6
"30150",309,355,2000,17,11213,"1004 MONTGOMERY STREET","D7",68,1928,6
"30151",309,355,2000,17,11212,"1024 MONTGOMERY STREET","D7",102,1936,6
"30172",309,331,1001,17,11213,"740 EMPIRE BOULEVARD","D7",96,1920,6
"30173",309,355,3002,17,11213,"770 EMPIRE BOULEVARD","D1",84,1940,6
"30176",309,355,3002,17,11213,"762 EMPIRE BOULEVARD","R4",30,1993,5
"30233",316,303,1000,23,11233,"2156 ATLANTIC AVENUE","D1",30,2011,6
"30262",316,365.01,1000,23,11233,"214 THOMAS S BOYLAND ST","D6",762,1968,23
"30344",316,365.02,1002,23,11233,"2342 ATLANTIC AVENUE","D5",24,1920,5
"30375",316,303,2002,16,11233,"375 RALPH AVENUE","D1",96,1941,6
"30642",316,303,1002,23,11233,"331 SARATOGA AVENUE","D3",80,0,0
"30691",316,303,1002,23,11233,"1973A BERGEN STREET","D3",16,2015,5
"30692",316,303,1002,23,11233,"1973 BERGEN STREET","D3",16,2015,5
"30693",316,303,1002,23,11233,"1973 BERGEN STREET","D3",16,2015,5
"30694",316,303,1002,23,11233,"1969 BERGEN STREET","D3",16,2015,5
"30825",316,303,3003,16,11233,"403 HOWARD AVENUE","D7",63,2010,7
"30876",316,303,3003,23,11233,"1497 ST MARKS AVENUE","D1",77,1995,7
"30877",316,303,3003,23,11233,"1495 ST MARKS AVENUE","D1",77,1995,7
"30878",316,303,3003,23,11233,"1493 ST MARKS AVENUE","D1",77,1995,7
"30879",316,303,3003,23,11233,"1491 ST MARKS AVENUE","D1",77,1995,7
"30880",316,303,3003,23,11233,"1489 ST MARKS AVENUE","D1",77,1995,7
"30881",316,303,3003,23,11233,"1487 ST MARKS AVENUE","D1",77,1995,7
"30882",316,303,3003,23,11233,"1485 ST MARKS AVENUE","D1",77,1995,7
"30883",316,303,3003,23,11233,"1483 ST MARKS AVENUE","D1",77,1995,7
"31097",316,363,4000,23,11233,"1785 PROSPECT PLACE","D1",83,2014,12
"31214",316,363,1001,23,11233,"349 THOMAS S BOYLAND ST","D1",200,1985,6
"31324",316,363,4001,23,11233,"1776 PARK PLACE","D1",101,0,0
"31325",316,363,4001,23,11233,"1797 PARK PLACE","RM",151,2009,4
"31672",316,361,3001,17,11233,"1704 ST JOHNS PLACE","D3",100,1993,7
"31716",316,361,2000,23,11212,"1355 EAST NEW YORK AVENUE","D1",80,2005,6
"31724",316,361,2000,23,11233,"1812 ST JOHNS PLACE","R2",12,2012,4
"31919",303,377,1000,16,11233,"853 HALSEY STREET","D7",20,2004,6
"31939",303,377,1000,16,11233,"821 HALSEY STREET","R1",6,1910,3
"31940",303,377,1000,16,11233,"849 HALSEY STREET","R2",6,1910,5
"31941",316,373,1003,23,11233,"33 SARATOGA AVENUE","D1",125,1966,16
"32015",303,377,4000,16,11233,"830 HALSEY STREET","R1",6,0,3
"32017",316,373,1004,23,11233,"930 HALSEY STREET","D3",126,1980,13
"32018",316,373,1004,23,11233,"901 MACON STREET","D1",125,1980,12
"32205",316,373,4000,23,11233,"723 MAC DONOUGH STREET","R2",26,1910,3
"32206",316,373,1005,23,11233,"789 MAC DONOUGH STREET","D4",41,1930,6
"32405",316,373,4001,23,11233,"756 MAC DONOUGH STREET","R2",6,1910,3
"32580",303,377,3000,16,11233,"491 BAINBRIDGE STREET","R2",3,1910,5
"32715",316,373,2000,23,11233,"8 ROCKAWAY AVENUE","RM",79,2015,6
"32827",303,379,1000,16,11233,"472 BAINBRIDGE STREET","R2",52,1992,3
"32828",303,379,1000,16,11233,"419 CHAUNCEY STREET","R2",12,1906,3
"32869",316,373,3001,23,11233,"554 BAINBRIDGE STREET","R2",8,1992,3
"32940",316,373,2001,23,11233,"509 CHAUNCEY STREET","R1",6,1905,3
"33001",303,379,2001,16,11233,"203 MARION STREET","R2",6,1910,5
"33063",303,379,2000,16,11233,"203 HOWARD AVENUE","R2",12,1906,3
"33126",316,371,1001,23,11233,"365 MARION STREET","R2",20,1995,4
"33430",316,371,2000,23,11233,"117 THOMAS S BOYLAND ST","R2",15,1995,4
"33624",303,379,3000,16,11233,"99 MAC DOUGAL STREET","R1",6,1909,3
"33685",316,371,3001,23,11233,"246 SUMPTER STREET","R2",12,1996,3
"33746",316,369,4003,23,11233,"378 SUMPTER STREET","D3",78,1966,14
"34052",316,369,1001,23,11233,"249 HULL STREET","R2",8,1900,3
"34053",316,369,1001,23,11233,"243 HULL STREET","R1",3,0,3
"34283",316,369,1002,23,11233,"182 HULL STREET","R2",32,1900,3
"34284",316,369,1002,23,11233,"234 HULL STREET","R1",6,0,3
"35132",316,367,1010,23,11233,"1870 EASTERN PARKWAY","R2",41,2009,4
"35263",303,275,2001,16,11233,"467 HANCOCK STREET","R1",6,1910,6
"35452",303,275,3000,16,11233,"464 HANCOCK STREET","R1",6,1910,3
"35536",303,295,3000,16,11233,"504 HANCOCK STREET","R6",3,1931,3
"35836",303,275,4000,13,11233,"402 HALSEY STREET","R3",9,2007,3
"36227",303,273,1000,13,11233,"380 LEWIS AVENUE","R1",8,2004,4
"36298",303,297,3000,16,11233,"327 MAC DONOUGH STREET","R1",4,1910,4
"37150",303,273,3000,16,11213,"362 MALCOLM X BOULEVARD","D1",248,1980,6
"37162",303,273,3000,16,11233,"66 BAINBRIDGE STREET","R1",4,1910,3
"37263",303,297,2000,16,11233,"141 CHAUNCEY STREET","D5",46,1920,4
"37278",303,297,2000,16,11233,"153 CHAUNCEY STREET","D1",16,1910,4
"37378",303,381,2000,16,11233,"291 PATCHEN AVENUE","D3",896,1980,7
"37391",303,381,3002,16,11233,"88 CHAUNCEY STREET","D1",287,1974,6
"37456",303,271,2002,16,11213,"1600 FULTON STREET","D7",78,2009,10
"37498",303,271,2002,16,11213,"1560 FULTON STREET","RR",0,2010,9
"37499",303,271,2001,16,11213,"1660 FULTON STREET","D7",141,1974,6
"37501",303,271,2001,16,11213,"575 HERKIMER STREET","D1",38,1965,7
"37826",303,299,1004,16,11233,"1825 ATLANTIC AVENUE","RM",150,2008,7
"37868",303,299,1002,16,11233,"21 KANE PLACE","D3",118,0,0
"37913",303,1237,3003,14,11205,"765 BEDFORD AVENUE","D1",16,2008,7
"37914",303,1237,3003,14,11205,"753 BEDFORD AVENUE","D1",16,2008,1
"37927",303,1237,3003,14,11205,"727 BEDFORD AVENUE","R4",12,0,6
"37928",303,1237,3003,14,11205,"725 BEDFORD AVENUE","R4",6,0,6
"37929",303,1237,3003,14,11205,"456 FLUSHING AVENUE","R4",12,2000,6
"37930",303,1237,3003,14,11205,"460 FLUSHING AVENUE","R4",12,2002,6
"37931",303,1237,3003,14,11205,"464 FLUSHING AVENUE","R4",9,2004,6
"37932",303,1237,3003,14,11205,"773 BEDFORD AVENUE","R4",12,2007,6
"37933",303,1237,3003,14,11205,"777 BEDFORD AVENUE","R4",12,2007,6
"37934",303,1237,3003,14,11205,"789 BEDFORD AVENUE","R4",12,2008,6
"37935",303,1237,3003,14,11205,"783 BEDFORD AVENUE","R4",12,2008,6
"37936",303,1237,3003,14,11205,"739 BEDFORD AVENUE","RM",9,2007,5
"37994",303,1237,3004,13,11205,"815 BEDFORD AVENUE","R1",4,1900,4
"37995",303,1237,3004,13,11205,"813 BEDFORD AVENUE","R1",4,1931,3
"37996",303,1237,3004,13,11205,"689 MYRTLE AVENUE","R4",45,1947,5
"37997",303,1237,3004,13,11205,"835 BEDFORD AVENUE","R4",32,2003,5
"37998",303,1237,3004,13,11205,"805 BEDFORD AVENUE","R4",12,2002,7
"37999",303,1237,3004,13,11205,"100 SPENCER STREET","R4",24,2006,6
"38000",303,1237,3004,13,11205,"829 BEDFORD AVENUE","RM",4,2005,5
"38001",303,1237,3004,13,11205,"504 PARK AVENUE","R1",9,2011,6
"38002",303,1237,3004,13,11205,"809 BEDFORD AVENUE","R4",12,2003,6
"38003",303,1237,3004,13,11205,"82 SPENCER STREET","R4",12,2003,6
"38004",303,1237,3004,13,11205,"821 BEDFORD AVENUE","RM",5,2012,6
"38005",303,1237,3004,13,11205,"78 SPENCER STREET","R4",12,2003,6
"38006",303,1237,3004,13,11205,"74 SPENCER STREET","R4",12,2004,6
"38007",303,1237,3004,13,11205,"94 SPENCER STREET","R1",6,2004,6
"38008",303,1237,3004,13,11205,"86 SPENCER STREET","R4",12,2004,6
"38009",303,1237,3004,13,11205,"90 SPENCER STREET","R4",12,2004,6
"38050",303,1237,3005,13,11205,"114A WALWORTH STREET","R3",24,2007,3
"38180",303,253,1000,14,11205,"1 VERNON AVENUE","D1",60,2005,6
"38210",303,241,1004,13,11205,"192 SPENCER STREET","D1",47,2006,6
"38232",303,241,1004,13,11205,"230 SPENCER STREET","R1",2,2009,4
"38233",303,241,1004,13,11205,"382 WILLOUGHBY AVENUE","RM",50,2007,7
"38234",303,241,1004,13,11205,"941 BEDFORD AVENUE","R6",2,2010,3
"38246",303,241,1005,13,11205,"175 SPENCER STREET","D1",35,2008,6
"38272",303,241,1005,13,11205,"191 SPENCER STREET","R4",18,2004,9
"38273",303,241,1005,13,11205,"209 SPENCER STREET","R4",18,2004,9
"38274",303,241,1005,13,11205,"197 SPENCER STREET","R4",18,2004,9
"38275",303,241,1005,13,11205,"195 SPENCER STREET","R4",18,2004,9
"38276",303,241,1005,13,11205,"201 SPENCER STREET","R4",18,2004,9
"38290",303,241,1006,13,11205,"442 WILLOUGHBY AVENUE","R6",3,1931,3
"38379",303,241,2000,13,11205,"11 SPENCER COURT","D1",11,2009,12
"38380",303,241,2000,13,11205,"9 SPENCER COURT","D1",12,2009,12
"38386",303,241,2000,13,11205,"566 DEKALB AVENUE","D1",34,1931,4
"38395",303,241,2001,13,11205,"15 KOSCIUSZKO STREET","R1",8,1910,4
"38454",303,261,4001,13,11216,"740 DEKALB AVENUE","D1",35,0,0
"38528",303,241,2002,13,11205,"555 LAFAYETTE AVENUE","R3",3,2006,3
"38529",303,241,2002,13,11205,"557 LAFAYETTE AVENUE","R1",6,2009,4
"38530",303,241,2002,13,11205,"24 KOSCIUSZKO STREET","R1",8,0,4
"38554",303,261,3001,13,11216,"689 MARCY AVENUE","D3",41,2015,8
"38564",303,261,3001,13,11216,"210 KOSCIUSZKO STREET","D1",101,1974,6
"38583",303,261,3001,13,11216,"174 KOSCIUSZKO STREET","R1",6,2004,4
"38584",303,261,3001,13,11216,"176 KOSCIUSZKO STREET","R1",6,2006,4
"38585",303,261,3001,13,11216,"661 LAFAYETTE AVENUE","R1",4,1931,3
"38669",303,243,1001,13,11216,"273 CLIFTON PLACE","R1",8,2004,4
"38670",303,243,1000,13,11205,"552 LAFAYETTE AVENUE","R4",15,2009,5
"38671",303,243,1000,13,11205,"512 LAFAYETTE AVENUE","R2",12,2009,4
"38674",303,251,1000,13,11216,"265 NOSTRAND AVENUE","D1",30,1931,5
"38728",303,251,1000,13,11216,"277 NOSTRAND AVENUE","RM",7,2005,4
"38729",303,251,1000,13,11216,"273 NOSTRAND AVENUE","RM",7,2006,4
"38730",303,251,1000,13,11216,"620 LAFAYETTE AVENUE","R1",4,1899,4
"38731",303,251,1000,13,11216,"652 LAFAYETTE AVENUE","R1",4,0,4
"38890",303,251,1001,13,11216,"521 A GREENE AVENUE","R6",3,1899,3
"38891",303,251,1001,13,11216,"537 GREENE AVENUE","R6",3,1931,4
"39013",303,251,2000,13,11216,"550 GREENE AVENUE","D1",151,1984,7
"39026",303,263,1004,13,11216,"572 GREENE AVENUE","D1",84,1931,5
"39120",303,243,2001,13,11216,"189 QUINCY STREET","RM",3,2008,3
"39121",303,243,2001,13,11216,"209 QUINCY STREET","R1",8,2012,4
"39197",303,265,1001,13,11216,"288 TOMPKINS AVENUE","D1",14,0,0
"39316",303,243,3000,13,11216,"246 QUINCY STREET","R3",3,2013,3
"39379",303,251,3000,13,11216,"343 NOSTRAND AVENUE","RM",30,2014,4
"39428",303,265,2001,13,11216,"537 GATES AVENUE","R3",18,2006,3
"39458",303,243,3001,13,11216,"372 GATES AVENUE","D1",214,1923,9
"39485",303,243,3001,13,11216,"179 MONROE STREET","RM",8,2007,4
"39708",303,245,1000,13,11216,"165 MADISON STREET","R1",6,2012,4
"39709",303,245,1000,13,11216,"178 MONROE STREET","R3",3,2013,4
"39836",303,245,1001,13,11216,"1149 BEDFORD AVENUE","D1",10,2014,6
"40107",303,245,2000,13,11216,"454 NOSTRAND AVENUE","RM",4,1931,3
"40123",303,249,2000,13,11216,"300 PUTNAM AVENUE","D1",52,1971,6
"40355",303,245,2001,13,11216,"71 HANCOCK STREET","R1",4,1901,4
"40429",303,249,2001,13,11216,"215 HANCOCK STREET","R1",4,2010,4
"40624",303,245,3000,13,11216,"93 HALSEY STREET","D7",16,1931,6
"40665",303,245,3000,13,11216,"83 HALSEY STREET","R1",4,1910,3
"40666",303,245,3000,13,11216,"51 HALSEY STREET","R1",4,1901,3
"40746",303,249,3000,13,11216,"145 HALSEY STREET","R1",4,1900,3
"40782",303,267,4001,13,11216,"420 TOMPKINS AVENUE","D1",44,0,0
"40894",303,267,4000,13,11216,"582 THROOP AVENUE","R2",14,1910,4
"40972",303,275,3001,13,11216,"355A HALSEY STREET","R1",4,1899,4
"41420",303,269,3001,13,11216,"156 MACON STREET","R1",8,1910,3
"41429",303,269,1001,13,11216,"200 MACON STREET","D1",56,2013,3.75
"41535",303,269,3002,13,11216,"24 MAC DONOUGH STREET","D1",15,1905,4
"41536",303,269,3002,13,11216,"30 MAC DONOUGH STREET","D1",16,1905,4
"41639",303,269,2000,13,11216,"76 MAC DONOUGH STREET","R6",3,1899,3
"41746",303,269,2001,13,11216,"70 DECATUR STREET","D1",20,1905,5
"41781",303,273,3001,13,11216,"1577 FULTON STREET","D7",50,2013,10
"41782",303,273,3001,13,11216,"15 ALBANY AVENUE","D1",36,1904,6
"41783",303,273,3001,13,11216,"7 ALBANY AVENUE","D1",24,1904,6
"41839",303,247,2000,13,11216,"57 HERKIMER STREET","D1",70,1920,6
"41927",303,271,1004,13,11216,"1460 FULTON STREET","D7",20,1910,6
"41961",303,271,1004,13,11216,"337 HERKIMER STREET","R1",8,0,4
"41981",303,271,1005,13,11213,"431 HERKIMER STREET","D7",54,2013,6
"42145",303,247,1003,13,11216,"234 HERKIMER STREET","D1",139,1972,6
"42160",303,271,1003,13,11216,"41 BROOKLYN AVENUE","D1",49,0,0
"42204",303,271,1001,13,11213,"400 HERKIMER STREET","D1",154,1965,6
"42309",302,211,2000,13,11205,"39 VANDERBILT AVENUE","R6",3,1910,3
"42321",302,543,2005,13,11205,"39 WAVERLY AVENUE","D6",75,1920,7
"42335",302,543,2005,13,11205,"66 WASHINGTON AVENUE","RM",4,1930,3
"42353",302,543,2004,14,11205,"73 WASHINGTON AVENUE","RM",7,0,4
"42412",303,1237,1002,14,11205,"53 TAAFFE PLACE","R1",6,2002,4
